image_name,min_value,max_value,min_angle,max_angle
v_0519_f_0000_rgba.png,"[487, 491]","[487, 491]","[-0.575629, -0.272801, -0.0102]","[0.575629, -0.272801, -0.0102]"
v_0561_f_0000_rgba.png,"[299, 312]","[299, 312]","[-0.541518, -0.335451, -0.0102]","[0.541518, -0.335451, -0.0102]"
v_0365_f_0000_rgba.png,"[796, 357]","[796, 357]","[-0.631255, -0.0853622, -0.0102]","[0.631255, -0.0853621, -0.0102]"
v_0957_f_0000_rgba.png,"[287, 365]","[287, 365]","[-0.567233, -0.289855, -0.0102]","[0.567233, -0.289855, -0.0102]"
v_0412_f_0000_rgba.png,"[444, 456]","[444, 456]","[-0.280944, -0.571699, -0.0102]","[0.280944, -0.571699, -0.0102]"
v_0646_f_0000_rgba.png,"[245, 255]","[245, 255]","[-0.620004, -0.146166, -0.0102]","[0.620004, -0.146166, -0.0102]"
v_0527_f_0000_rgba.png,"[313, 617]","[313, 617]","[-0.494876, -0.401082, -0.0102]","[0.494876, -0.401082, -0.0102]"
v_0275_f_0000_rgba.png,"[448, 311]","[448, 311]","[-0.595736, -0.225539, -0.0102]","[0.595736, -0.225539, -0.0102]"
v_0732_f_0000_rgba.png,"[454, 682]","[454, 682]","[-0.489085, -0.408124, -0.0102]","[0.489085, -0.408124, -0.0102]"
v_0272_f_0000_rgba.png,"[272, 757]","[272, 757]","[-0.622108, -0.136935, -0.0102]","[0.622108, -0.136935, -0.0102]"
v_0668_f_0000_rgba.png,"[462, 299]","[462, 299]","[-0.580751, -0.26172, -0.0102]","[0.580751, -0.26172, -0.0102]"
v_0201_f_0000_rgba.png,"[435, 409]","[435, 409]","[-0.610677, -0.181225, -0.0102]","[0.610677, -0.181225, -0.0102]"
v_0378_f_0000_rgba.png,"[418, 556]","[418, 556]","[-0.249653, -0.586039, -0.0102]","[0.249653, -0.586039, -0.0102]"
v_0848_f_0000_rgba.png,"[409, 395]","[409, 395]","[-0.454561, -0.446255, -0.0102]","[0.454561, -0.446255, -0.0102]"
v_0952_f_0000_rgba.png,"[458, 531]","[458, 531]","[-0.386618, -0.506256, -0.0102]","[0.386618, -0.506256, -0.0102]"
v_0696_f_0000_rgba.png,"[702, 702]","[702, 702]","[-0.47762, -0.421483, -0.0102]","[0.47762, -0.421483, -0.0102]"
v_0574_f_0000_rgba.png,"[452, 769]","[452, 769]","[-0.634355, -0.0579942, -0.0102]","[0.634355, -0.0579943, -0.0102]"
v_0823_f_0000_rgba.png,"[445, 642]","[445, 642]","[-0.3617, -0.524349, -0.0102]","[0.3617, -0.524349, -0.0102]"
v_0390_f_0000_rgba.png,"[479, 356]","[479, 356]","[-0.548174, -0.324459, -0.0102]","[0.548175, -0.324459, -0.0102]"
v_0730_f_0000_rgba.png,"[231, 587]","[231, 587]","[-0.631126, -0.0863063, -0.0102]","[0.631126, -0.0863064, -0.0102]"
v_0457_f_0000_rgba.png,"[553, 592]","[553, 592]","[-0.632761, -0.073366, -0.0102]","[0.632761, -0.0733659, -0.0102]"
v_0438_f_0000_rgba.png,"[532, 509]","[532, 509]","[-0.366052, -0.521321, -0.0102]","[0.366052, -0.521321, -0.0102]"
v_0657_f_0000_rgba.png,"[385, 281]","[385, 281]","[-0.581774, -0.259439, -0.0102]","[0.581774, -0.259439, -0.0102]"
v_0435_f_0000_rgba.png,"[529, 530]","[529, 530]","[-0.264109, -0.579668, -0.0102]","[0.26411, -0.579668, -0.0102]"
v_0261_f_0000_rgba.png,"[333, 396]","[333, 396]","[-0.399022, -0.496539, -0.0102]","[0.399022, -0.496538, -0.0102]"
v_0713_f_0000_rgba.png,"[395, 382]","[395, 382]","[-0.567067, -0.290179, -0.0102]","[0.567067, -0.290179, -0.0102]"
v_0761_f_0000_rgba.png,"[718, 583]","[718, 583]","[-0.635036, -0.0499833, -0.0102]","[0.635036, -0.0499834, -0.0102]"
v_0923_f_0000_rgba.png,"[446, 430]","[446, 430]","[-0.353614, -0.529836, -0.0102]","[0.353614, -0.529836, -0.0102]"
v_0043_f_0000_rgba.png,"[577, 485]","[577, 485]","[-0.368567, -0.519545, -0.0102]","[0.368567, -0.519545, -0.0102]"
v_0402_f_0000_rgba.png,"[557, 337]","[557, 337]","[-0.597015, -0.22213, -0.0102]","[0.597015, -0.22213, -0.0102]"
v_0405_f_0000_rgba.png,"[526, 441]","[526, 441]","[-0.573585, -0.277072, -0.0102]","[0.573585, -0.277072, -0.0102]"
v_0473_f_0000_rgba.png,"[498, 580]","[498, 580]","[-0.342422, -0.537137, -0.0102]","[0.342423, -0.537137, -0.0102]"
v_0282_f_0000_rgba.png,"[539, 606]","[539, 606]","[-0.451523, -0.449329, -0.0102]","[0.451523, -0.449329, -0.0102]"
v_0553_f_0000_rgba.png,"[526, 734]","[526, 734]","[-0.522877, -0.363825, -0.0102]","[0.522877, -0.363825, -0.0102]"
v_0945_f_0000_rgba.png,"[434, 467]","[434, 467]","[-0.526495, -0.358569, -0.0102]","[0.526495, -0.358569, -0.0102]"
v_0370_f_0000_rgba.png,"[429, 672]","[429, 672]","[-0.632705, -0.0738496, -0.0102]","[0.632705, -0.0738496, -0.0102]"
v_0038_f_0000_rgba.png,"[763, 293]","[763, 293]","[-0.568724, -0.286919, -0.0102]","[0.568724, -0.286919, -0.0102]"
v_0740_f_0000_rgba.png,"[512, 611]","[512, 611]","[-0.579448, -0.264593, -0.0102]","[0.579448, -0.264593, -0.0102]"
v_0855_f_0000_rgba.png,"[316, 714]","[316, 714]","[-0.52834, -0.355845, -0.0102]","[0.52834, -0.355845, -0.0102]"
v_0881_f_0000_rgba.png,"[240, 443]","[240, 443]","[-0.613878, -0.170066, -0.0102]","[0.613878, -0.170066, -0.0102]"
v_0096_f_0000_rgba.png,"[680, 520]","[680, 520]","[-0.498239, -0.396896, -0.0102]","[0.498239, -0.396896, -0.0102]"
v_0116_f_0000_rgba.png,"[438, 440]","[438, 440]","[-0.342943, -0.536805, -0.0102]","[0.342943, -0.536805, -0.0102]"
v_0136_f_0000_rgba.png,"[621, 569]","[621, 569]","[-0.626042, -0.117647, -0.0102]","[0.626042, -0.117647, -0.0102]"
v_0386_f_0000_rgba.png,"[398, 547]","[398, 547]","[-0.357383, -0.527301, -0.0102]","[0.357383, -0.527301, -0.0102]"
v_0633_f_0000_rgba.png,"[677, 627]","[677, 627]","[-0.373184, -0.516239, -0.0102]","[0.373184, -0.516239, -0.0102]"
v_0960_f_0000_rgba.png,"[691, 570]","[691, 570]","[-0.446416, -0.454403, -0.0102]","[0.446416, -0.454403, -0.0102]"
v_0434_f_0000_rgba.png,"[562, 462]","[562, 462]","[-0.63544, -0.0445477, -0.0102]","[0.63544, -0.0445477, -0.0102]"
v_0485_f_0000_rgba.png,"[357, 786]","[357, 786]","[-0.629904, -0.0948185, -0.0102]","[0.629904, -0.0948186, -0.0102]"
v_0138_f_0000_rgba.png,"[590, 540]","[590, 540]","[-0.457955, -0.442771, -0.0102]","[0.457955, -0.442771, -0.0102]"
v_0876_f_0000_rgba.png,"[693, 672]","[693, 672]","[-0.634098, -0.0607326, -0.0102]","[0.634098, -0.0607327, -0.0102]"
v_0793_f_0000_rgba.png,"[507, 387]","[507, 387]","[-0.635892, -0.0375603, -0.0102]","[0.635892, -0.0375603, -0.0102]"
v_0421_f_0000_rgba.png,"[458, 497]","[458, 497]","[-0.43549, -0.464885, -0.0102]","[0.43549, -0.464885, -0.0102]"
v_0893_f_0000_rgba.png,"[635, 622]","[635, 622]","[-0.422384, -0.476824, -0.0102]","[0.422384, -0.476824, -0.0102]"
v_0834_f_0000_rgba.png,"[471, 716]","[471, 716]","[-0.519332, -0.368867, -0.0102]","[0.519332, -0.368867, -0.0102]"
v_0117_f_0000_rgba.png,"[542, 424]","[542, 424]","[-0.497382, -0.397971, -0.0102]","[0.497382, -0.397971, -0.0102]"
v_0586_f_0000_rgba.png,"[438, 474]","[438, 474]","[-0.407005, -0.490016, -0.0102]","[0.407005, -0.490016, -0.0102]"
v_0956_f_0000_rgba.png,"[380, 534]","[380, 534]","[-0.470988, -0.428881, -0.0102]","[0.470988, -0.428881, -0.0102]"
v_0552_f_0000_rgba.png,"[588, 490]","[588, 490]","[-0.232197, -0.593172, -0.0102]","[0.232197, -0.593172, -0.0102]"
v_0520_f_0000_rgba.png,"[327, 491]","[327, 491]","[-0.617415, -0.156742, -0.0102]","[0.617415, -0.156742, -0.0102]"
v_0885_f_0000_rgba.png,"[506, 387]","[506, 387]","[-0.34386, -0.536218, -0.0102]","[0.34386, -0.536218, -0.0102]"
v_0595_f_0000_rgba.png,"[549, 260]","[549, 260]","[-0.592049, -0.235047, -0.0102]","[0.592049, -0.235047, -0.0102]"
v_0780_f_0000_rgba.png,"[490, 518]","[490, 518]","[-0.583221, -0.256169, -0.0102]","[0.583221, -0.256169, -0.0102]"
v_0367_f_0000_rgba.png,"[335, 581]","[335, 581]","[-0.633345, -0.0681407, -0.0102]","[0.633345, -0.0681408, -0.0102]"
v_0447_f_0000_rgba.png,"[250, 483]","[250, 483]","[-0.612574, -0.174707, -0.0102]","[0.612574, -0.174707, -0.0102]"
v_0540_f_0000_rgba.png,"[473, 535]","[473, 535]","[-0.631611, -0.0826837, -0.0102]","[0.631611, -0.0826837, -0.0102]"
v_0187_f_0000_rgba.png,"[686, 692]","[686, 692]","[-0.528025, -0.356312, -0.0102]","[0.528025, -0.356312, -0.0102]"
v_0781_f_0000_rgba.png,"[515, 476]","[515, 476]","[-0.624658, -0.124787, -0.0102]","[0.624658, -0.124787, -0.0102]"
v_0204_f_0000_rgba.png,"[429, 503]","[429, 503]","[-0.37012, -0.51844, -0.0102]","[0.37012, -0.51844, -0.0102]"
v_0675_f_0000_rgba.png,"[471, 589]","[471, 589]","[-0.595727, -0.225563, -0.0102]","[0.595727, -0.225563, -0.0102]"
v_0061_f_0000_rgba.png,"[431, 444]","[431, 444]","[-0.251439, -0.585276, -0.0102]","[0.251438, -0.585276, -0.0102]"
v_0843_f_0000_rgba.png,"[357, 388]","[357, 388]","[-0.587585, -0.245994, -0.0102]","[0.587585, -0.245994, -0.0102]"
v_0211_f_0000_rgba.png,"[415, 617]","[415, 617]","[-0.422641, -0.476596, -0.0102]","[0.422641, -0.476596, -0.0102]"
v_0071_f_0000_rgba.png,"[647, 620]","[647, 620]","[-0.338153, -0.539835, -0.0102]","[0.338153, -0.539835, -0.0102]"
v_0639_f_0000_rgba.png,"[634, 623]","[634, 623]","[-0.323612, -0.548675, -0.0102]","[0.323612, -0.548675, -0.0102]"
v_0426_f_0000_rgba.png,"[654, 422]","[654, 422]","[-0.615187, -0.16527, -0.0102]","[0.615187, -0.16527, -0.0102]"
v_0271_f_0000_rgba.png,"[772, 279]","[772, 279]","[-0.635623, -0.0418578, -0.0102]","[0.635623, -0.0418577, -0.0102]"
v_0428_f_0000_rgba.png,"[544, 523]","[544, 523]","[-0.238675, -0.590596, -0.0102]","[0.238675, -0.590596, -0.0102]"
v_0513_f_0000_rgba.png,"[657, 534]","[657, 534]","[-0.512387, -0.378456, -0.0102]","[0.512387, -0.378456, -0.0102]"
v_0279_f_0000_rgba.png,"[595, 539]","[595, 539]","[-0.635051, -0.0497974, -0.0102]","[0.635051, -0.0497973, -0.0102]"
v_0924_f_0000_rgba.png,"[496, 480]","[496, 480]","[-0.272474, -0.575784, -0.0102]","[0.272474, -0.575784, -0.0102]"
v_0769_f_0000_rgba.png,"[595, 696]","[595, 696]","[-0.528528, -0.355567, -0.0102]","[0.528528, -0.355567, -0.0102]"
v_0286_f_0000_rgba.png,"[475, 359]","[475, 359]","[-0.451718, -0.449132, -0.0102]","[0.451718, -0.449132, -0.0102]"
v_0636_f_0000_rgba.png,"[789, 684]","[789, 684]","[-0.625533, -0.120323, -0.0102]","[0.625533, -0.120323, -0.0102]"
v_0350_f_0000_rgba.png,"[417, 522]","[417, 522]","[-0.331129, -0.544171, -0.0102]","[0.331129, -0.544171, -0.0102]"
v_0913_f_0000_rgba.png,"[368, 711]","[368, 711]","[-0.629947, -0.0945308, -0.0102]","[0.629947, -0.0945307, -0.0102]"
v_0684_f_0000_rgba.png,"[292, 299]","[292, 299]","[-0.607039, -0.19306, -0.0102]","[0.607039, -0.19306, -0.0102]"
v_0410_f_0000_rgba.png,"[245, 801]","[245, 801]","[-0.636458, -0.0262611, -0.0102]","[0.636458, -0.0262612, -0.0102]"
v_0891_f_0000_rgba.png,"[481, 545]","[481, 545]","[-0.301364, -0.561203, -0.0102]","[0.301364, -0.561203, -0.0102]"
v_0090_f_0000_rgba.png,"[530, 560]","[530, 560]","[-0.242723, -0.588943, -0.0102]","[0.242723, -0.588943, -0.0102]"
v_0641_f_0000_rgba.png,"[541, 475]","[541, 475]","[-0.228881, -0.59446, -0.0102]","[0.228881, -0.59446, -0.0102]"
v_1000_f_0000_rgba.png,"[367, 436]","[367, 436]","[-0.509447, -0.382404, -0.0102]","[0.509447, -0.382404, -0.0102]"
v_0133_f_0000_rgba.png,"[539, 265]","[539, 265]","[-0.637, -4.40513e-05, -0.0102]","[0.637, -4.39399e-05, -0.0102]"
v_0495_f_0000_rgba.png,"[462, 605]","[462, 605]","[-0.338856, -0.539394, -0.0102]","[0.338856, -0.539393, -0.0102]"
v_0382_f_0000_rgba.png,"[710, 311]","[710, 311]","[-0.599783, -0.214543, -0.0102]","[0.599783, -0.214543, -0.0102]"
v_0970_f_0000_rgba.png,"[551, 488]","[551, 488]","[-0.224658, -0.596069, -0.0102]","[0.224658, -0.596069, -0.0102]"
v_0102_f_0000_rgba.png,"[484, 449]","[484, 449]","[-0.630144, -0.0932101, -0.0102]","[0.630144, -0.0932101, -0.0102]"
v_0544_f_0000_rgba.png,"[516, 377]","[516, 377]","[-0.476946, -0.422246, -0.0102]","[0.476946, -0.422246, -0.0102]"
v_0203_f_0000_rgba.png,"[492, 566]","[492, 566]","[-0.634576, -0.0555227, -0.0102]","[0.634576, -0.0555226, -0.0102]"
v_0729_f_0000_rgba.png,"[567, 691]","[567, 691]","[-0.541571, -0.335366, -0.0102]","[0.541571, -0.335366, -0.0102]"
v_0613_f_0000_rgba.png,"[548, 571]","[548, 571]","[-0.615336, -0.164713, -0.0102]","[0.615336, -0.164713, -0.0102]"
v_0716_f_0000_rgba.png,"[453, 392]","[453, 392]","[-0.450552, -0.450302, -0.0102]","[0.450552, -0.450302, -0.0102]"
v_0444_f_0000_rgba.png,"[324, 670]","[324, 670]","[-0.62858, -0.10323, -0.0102]","[0.62858, -0.10323, -0.0102]"
v_0022_f_0000_rgba.png,"[358, 583]","[358, 583]","[-0.51773, -0.371113, -0.0102]","[0.51773, -0.371113, -0.0102]"
v_0903_f_0000_rgba.png,"[406, 657]","[406, 657]","[-0.390879, -0.502974, -0.0102]","[0.390879, -0.502974, -0.0102]"
v_0733_f_0000_rgba.png,"[389, 467]","[389, 467]","[-0.413763, -0.484323, -0.0102]","[0.413763, -0.484323, -0.0102]"
v_0614_f_0000_rgba.png,"[454, 546]","[454, 546]","[-0.631207, -0.0857131, -0.0102]","[0.631207, -0.085713, -0.0102]"
v_0980_f_0000_rgba.png,"[798, 804]","[798, 804]","[-0.635, -0.050436, -0.0102]","[0.635, -0.0504359, -0.0102]"
v_0287_f_0000_rgba.png,"[249, 460]","[249, 460]","[-0.62832, -0.104799, -0.0102]","[0.62832, -0.104799, -0.0102]"
v_0103_f_0000_rgba.png,"[249, 479]","[249, 479]","[-0.626861, -0.113202, -0.0102]","[0.626861, -0.113201, -0.0102]"
v_0551_f_0000_rgba.png,"[487, 606]","[487, 606]","[-0.249769, -0.58599, -0.0102]","[0.249769, -0.58599, -0.0102]"
v_0567_f_0000_rgba.png,"[419, 606]","[419, 606]","[-0.596822, -0.22265, -0.0102]","[0.596821, -0.22265, -0.0102]"
v_0369_f_0000_rgba.png,"[676, 765]","[676, 765]","[-0.636837, -0.0144312, -0.0102]","[0.636837, -0.0144311, -0.0102]"
v_0564_f_0000_rgba.png,"[735, 476]","[735, 476]","[-0.57396, -0.276296, -0.0102]","[0.57396, -0.276296, -0.0102]"
v_0583_f_0000_rgba.png,"[452, 367]","[452, 367]","[-0.555824, -0.311173, -0.0102]","[0.555824, -0.311173, -0.0102]"
v_0679_f_0000_rgba.png,"[621, 673]","[621, 673]","[-0.613834, -0.170225, -0.0102]","[0.613834, -0.170225, -0.0102]"
v_0021_f_0000_rgba.png,"[589, 506]","[589, 506]","[-0.582157, -0.258578, -0.0102]","[0.582157, -0.258578, -0.0102]"
v_0896_f_0000_rgba.png,"[457, 522]","[457, 522]","[-0.402422, -0.493787, -0.0102]","[0.402422, -0.493787, -0.0102]"
v_0354_f_0000_rgba.png,"[569, 309]","[569, 309]","[-0.608958, -0.186922, -0.0102]","[0.608958, -0.186922, -0.0102]"
v_0849_f_0000_rgba.png,"[427, 412]","[427, 412]","[-0.415655, -0.482701, -0.0102]","[0.415655, -0.482701, -0.0102]"
v_0355_f_0000_rgba.png,"[735, 571]","[735, 571]","[-0.548377, -0.324116, -0.0102]","[0.548377, -0.324116, -0.0102]"
v_0627_f_0000_rgba.png,"[415, 350]","[415, 350]","[-0.627858, -0.107533, -0.0102]","[0.627858, -0.107533, -0.0102]"
v_0568_f_0000_rgba.png,"[681, 436]","[681, 436]","[-0.505854, -0.387144, -0.0102]","[0.505854, -0.387144, -0.0102]"
v_0759_f_0000_rgba.png,"[736, 465]","[736, 465]","[-0.594816, -0.227954, -0.0102]","[0.594816, -0.227954, -0.0102]"
v_0915_f_0000_rgba.png,"[387, 366]","[387, 366]","[-0.469864, -0.430113, -0.0102]","[0.469864, -0.430113, -0.0102]"
v_0110_f_0000_rgba.png,"[610, 711]","[610, 711]","[-0.563161, -0.297689, -0.0102]","[0.563161, -0.297689, -0.0102]"
v_0831_f_0000_rgba.png,"[415, 416]","[415, 416]","[-0.397325, -0.497898, -0.0102]","[0.397325, -0.497898, -0.0102]"
v_0604_f_0000_rgba.png,"[304, 264]","[304, 264]","[-0.636477, -0.025804, -0.0102]","[0.636477, -0.025804, -0.0102]"
v_0128_f_0000_rgba.png,"[537, 327]","[537, 327]","[-0.448955, -0.451894, -0.0102]","[0.448955, -0.451894, -0.0102]"
v_0658_f_0000_rgba.png,"[392, 453]","[392, 453]","[-0.3021, -0.560807, -0.0102]","[0.3021, -0.560807, -0.0102]"
v_0726_f_0000_rgba.png,"[680, 493]","[680, 493]","[-0.470619, -0.429287, -0.0102]","[0.470619, -0.429287, -0.0102]"
v_0592_f_0000_rgba.png,"[379, 552]","[379, 552]","[-0.412383, -0.485499, -0.0102]","[0.412383, -0.485499, -0.0102]"
v_0468_f_0000_rgba.png,"[450, 714]","[450, 714]","[-0.632641, -0.0743929, -0.0102]","[0.632641, -0.0743928, -0.0102]"
v_0994_f_0000_rgba.png,"[276, 311]","[276, 311]","[-0.541127, -0.336082, -0.0102]","[0.541127, -0.336082, -0.0102]"
v_0361_f_0000_rgba.png,"[317, 564]","[317, 564]","[-0.469564, -0.43044, -0.0102]","[0.469564, -0.43044, -0.0102]"
v_0156_f_0000_rgba.png,"[661, 368]","[661, 368]","[-0.492429, -0.404082, -0.0102]","[0.492429, -0.404082, -0.0102]"
v_0533_f_0000_rgba.png,"[577, 540]","[577, 540]","[-0.273778, -0.575165, -0.0102]","[0.273778, -0.575165, -0.0102]"
v_0795_f_0000_rgba.png,"[450, 718]","[450, 718]","[-0.529418, -0.354239, -0.0102]","[0.529418, -0.354239, -0.0102]"
v_0871_f_0000_rgba.png,"[509, 480]","[509, 480]","[-0.408724, -0.488584, -0.0102]","[0.408724, -0.488584, -0.0102]"
v_0773_f_0000_rgba.png,"[269, 421]","[269, 421]","[-0.591274, -0.236989, -0.0102]","[0.591274, -0.236989, -0.0102]"
v_0466_f_0000_rgba.png,"[480, 624]","[480, 624]","[-0.365145, -0.521956, -0.0102]","[0.365145, -0.521956, -0.0102]"
v_0974_f_0000_rgba.png,"[745, 414]","[745, 414]","[-0.633413, -0.0675083, -0.0102]","[0.633413, -0.0675081, -0.0102]"
v_0892_f_0000_rgba.png,"[573, 487]","[573, 487]","[-0.266487, -0.578579, -0.0102]","[0.266487, -0.578579, -0.0102]"
v_0053_f_0000_rgba.png,"[448, 657]","[448, 657]","[-0.522347, -0.364585, -0.0102]","[0.522347, -0.364585, -0.0102]"
v_0992_f_0000_rgba.png,"[609, 646]","[609, 646]","[-0.625874, -0.118537, -0.0102]","[0.625874, -0.118537, -0.0102]"
v_0983_f_0000_rgba.png,"[417, 641]","[417, 641]","[-0.360253, -0.525344, -0.0102]","[0.360254, -0.525344, -0.0102]"
v_0695_f_0000_rgba.png,"[769, 700]","[769, 700]","[-0.613561, -0.171206, -0.0102]","[0.613561, -0.171206, -0.0102]"
v_0625_f_0000_rgba.png,"[545, 478]","[545, 478]","[-0.363331, -0.523221, -0.0102]","[0.363331, -0.523221, -0.0102]"
v_0528_f_0000_rgba.png,"[677, 281]","[677, 281]","[-0.571868, -0.280599, -0.0102]","[0.571868, -0.280599, -0.0102]"
v_0075_f_0000_rgba.png,"[587, 655]","[587, 655]","[-0.424105, -0.475293, -0.0102]","[0.424105, -0.475293, -0.0102]"
v_0578_f_0000_rgba.png,"[587, 521]","[587, 521]","[-0.348375, -0.533295, -0.0102]","[0.348375, -0.533295, -0.0102]"
v_0820_f_0000_rgba.png,"[313, 418]","[313, 418]","[-0.629271, -0.0989296, -0.0102]","[0.629271, -0.0989297, -0.0102]"
v_0064_f_0000_rgba.png,"[685, 676]","[685, 676]","[-0.633986, -0.061889, -0.0102]","[0.633986, -0.061889, -0.0102]"
v_0080_f_0000_rgba.png,"[448, 351]","[448, 351]","[-0.498766, -0.396234, -0.0102]","[0.498766, -0.396234, -0.0102]"
v_0217_f_0000_rgba.png,"[631, 529]","[631, 529]","[-0.528614, -0.355438, -0.0102]","[0.528614, -0.355438, -0.0102]"
v_0344_f_0000_rgba.png,"[348, 312]","[348, 312]","[-0.610007, -0.183466, -0.0102]","[0.610007, -0.183466, -0.0102]"
v_0671_f_0000_rgba.png,"[581, 466]","[581, 466]","[-0.305928, -0.558728, -0.0102]","[0.305928, -0.558728, -0.0102]"
v_0988_f_0000_rgba.png,"[699, 559]","[699, 559]","[-0.620398, -0.144481, -0.0102]","[0.620398, -0.144481, -0.0102]"
v_0121_f_0000_rgba.png,"[612, 732]","[612, 732]","[-0.581324, -0.260445, -0.0102]","[0.581324, -0.260445, -0.0102]"
v_0180_f_0000_rgba.png,"[277, 402]","[277, 402]","[-0.633422, -0.0674234, -0.0102]","[0.633422, -0.0674235, -0.0102]"
v_0815_f_0000_rgba.png,"[302, 758]","[302, 758]","[-0.612794, -0.173931, -0.0102]","[0.612794, -0.173931, -0.0102]"
v_0530_f_0000_rgba.png,"[667, 635]","[667, 635]","[-0.469503, -0.430507, -0.0102]","[0.469503, -0.430507, -0.0102]"
v_0193_f_0000_rgba.png,"[479, 594]","[479, 594]","[-0.289133, -0.567601, -0.0102]","[0.289133, -0.567601, -0.0102]"
v_0109_f_0000_rgba.png,"[617, 464]","[617, 464]","[-0.329258, -0.545306, -0.0102]","[0.329258, -0.545306, -0.0102]"
v_0518_f_0000_rgba.png,"[483, 696]","[483, 696]","[-0.636231, -0.0312899, -0.0102]","[0.636231, -0.0312898, -0.0102]"
v_0394_f_0000_rgba.png,"[445, 325]","[445, 325]","[-0.583095, -0.256454, -0.0102]","[0.583095, -0.256454, -0.0102]"
v_0329_f_0000_rgba.png,"[700, 492]","[700, 492]","[-0.609989, -0.183528, -0.0102]","[0.609989, -0.183528, -0.0102]"
v_0307_f_0000_rgba.png,"[327, 631]","[327, 631]","[-0.598458, -0.218214, -0.0102]","[0.598458, -0.218214, -0.0102]"
v_0479_f_0000_rgba.png,"[448, 529]","[448, 529]","[-0.320821, -0.550312, -0.0102]","[0.320821, -0.550312, -0.0102]"
v_0839_f_0000_rgba.png,"[381, 336]","[381, 336]","[-0.43702, -0.463446, -0.0102]","[0.43702, -0.463446, -0.0102]"
v_0674_f_0000_rgba.png,"[563, 532]","[563, 532]","[-0.307699, -0.557755, -0.0102]","[0.307699, -0.557755, -0.0102]"
v_0313_f_0000_rgba.png,"[500, 671]","[500, 671]","[-0.586841, -0.247764, -0.0102]","[0.586841, -0.247764, -0.0102]"
v_0987_f_0000_rgba.png,"[565, 351]","[565, 351]","[-0.628403, -0.104302, -0.0102]","[0.628403, -0.104302, -0.0102]"
v_0303_f_0000_rgba.png,"[535, 319]","[535, 319]","[-0.635807, -0.0389644, -0.0102]","[0.635807, -0.0389644, -0.0102]"
v_0496_f_0000_rgba.png,"[582, 431]","[582, 431]","[-0.48028, -0.418449, -0.0102]","[0.48028, -0.418449, -0.0102]"
v_0297_f_0000_rgba.png,"[790, 243]","[790, 243]","[-0.636752, -0.017768, -0.0102]","[0.636752, -0.017768, -0.0102]"
v_0862_f_0000_rgba.png,"[608, 414]","[608, 414]","[-0.274429, -0.574855, -0.0102]","[0.274429, -0.574855, -0.0102]"
v_0077_f_0000_rgba.png,"[611, 364]","[611, 364]","[-0.635251, -0.0471782, -0.0102]","[0.635251, -0.0471781, -0.0102]"
v_0123_f_0000_rgba.png,"[240, 756]","[240, 756]","[-0.635379, -0.0454142, -0.0102]","[0.635379, -0.0454142, -0.0102]"
v_0736_f_0000_rgba.png,"[284, 734]","[284, 734]","[-0.610651, -0.181314, -0.0102]","[0.610651, -0.181314, -0.0102]"
v_0975_f_0000_rgba.png,"[700, 688]","[700, 688]","[-0.482499, -0.415889, -0.0102]","[0.482499, -0.415889, -0.0102]"
v_0766_f_0000_rgba.png,"[415, 528]","[415, 528]","[-0.402374, -0.493826, -0.0102]","[0.402374, -0.493826, -0.0102]"
v_0154_f_0000_rgba.png,"[430, 745]","[430, 745]","[-0.634841, -0.0523966, -0.0102]","[0.634841, -0.0523966, -0.0102]"
v_0481_f_0000_rgba.png,"[450, 452]","[450, 452]","[-0.611396, -0.178786, -0.0102]","[0.611396, -0.178786, -0.0102]"
v_0523_f_0000_rgba.png,"[460, 595]","[460, 595]","[-0.621262, -0.140722, -0.0102]","[0.621262, -0.140722, -0.0102]"
v_0240_f_0000_rgba.png,"[480, 462]","[480, 462]","[-0.237421, -0.591101, -0.0102]","[0.237421, -0.591101, -0.0102]"
v_0379_f_0000_rgba.png,"[601, 253]","[601, 253]","[-0.597293, -0.221381, -0.0102]","[0.597293, -0.221381, -0.0102]"
v_0584_f_0000_rgba.png,"[616, 468]","[616, 468]","[-0.486731, -0.410928, -0.0102]","[0.486731, -0.410928, -0.0102]"
v_0054_f_0000_rgba.png,"[371, 440]","[371, 440]","[-0.576129, -0.271744, -0.0102]","[0.576129, -0.271744, -0.0102]"
v_0274_f_0000_rgba.png,"[388, 393]","[388, 393]","[-0.348599, -0.533149, -0.0102]","[0.348599, -0.533149, -0.0102]"
v_0017_f_0000_rgba.png,"[508, 531]","[508, 531]","[-0.619997, -0.146194, -0.0102]","[0.619997, -0.146194, -0.0102]"
v_0315_f_0000_rgba.png,"[543, 605]","[543, 605]","[-0.47572, -0.423627, -0.0102]","[0.47572, -0.423627, -0.0102]"
v_0181_f_0000_rgba.png,"[470, 338]","[470, 338]","[-0.485375, -0.412529, -0.0102]","[0.485375, -0.412529, -0.0102]"
v_0933_f_0000_rgba.png,"[497, 569]","[497, 569]","[-0.626251, -0.116529, -0.0102]","[0.626251, -0.116529, -0.0102]"
v_0068_f_0000_rgba.png,"[484, 692]","[484, 692]","[-0.587782, -0.245523, -0.0102]","[0.587782, -0.245523, -0.0102]"
v_0514_f_0000_rgba.png,"[251, 702]","[251, 702]","[-0.636938, -0.00892011, -0.0102]","[0.636938, -0.00892007, -0.0102]"
