image_name,dial_value,bbox,camera_matrix
v_0903_f_0000_rgba.png,3.65946,"[316.0, 588.0, 283.0, 188.0]","[0.9623966217041016, -0.0023533152416348457, 0.2716379165649414, 0.0, -0.07041022181510925, 0.9636273980140686, 0.2578074634075165, 0.0, -0.2623644173145294, -0.26723912358283997, 0.9272260665893555, 0.0, -0.6285003423690796, -0.5129441618919373, 3.273650646209717, 1.0]"
v_0733_f_0000_rgba.png,2.74054,"[298.0, 385.0, 289.0, 138.0]","[0.9712287783622742, 0.010119366459548473, 0.2379334270954132, 0.0, 0.003595763584598899, 0.9983597993850708, -0.05713815614581108, 0.0, -0.2381213754415512, 0.056349772959947586, 0.9695993661880493, 0.0, -0.49106258153915405, 0.07347535341978073, 3.44398832321167, 1.0]"
v_0614_f_0000_rgba.png,5.53033,"[424.0, 413.0, 90.0, 192.0]","[0.9995094537734985, 0.00928625836968422, -0.029910411685705185, 0.0, -0.010471944697201252, 0.9991555213928223, -0.0397317074239254, 0.0, 0.02951619401574135, 0.040025435388088226, 0.9987626075744629, 0.0, 0.396435022354126, 0.3591980040073395, 5.240285396575928, 1.0]"
v_0980_f_0000_rgba.png,9.01181,"[735.0, 787.0, 220.0, 47.0]","[0.9144877195358276, -0.0016757565317675471, -0.40461015701293945, 0.0, 0.05954337120056152, 0.989661455154419, 0.13047930598258972, 0.0, 0.40020841360092163, -0.14341357350349426, 0.9051330089569092, 0.0, 1.0371849536895752, 0.46802958846092224, 5.289763450622559, 1.0]"
v_0287_f_0000_rgba.png,2.42523,"[136.0, 351.0, 164.0, 158.0]","[0.9889576435089111, 0.046456415206193924, 0.14072857797145844, 0.0, -0.03189174085855484, 0.9940620064735413, -0.10403697937726974, 0.0, -0.14472611248493195, 0.09840008616447449, 0.9845668077468872, 0.0, 0.33635634183883667, 0.3368931710720062, 5.170877933502197, 1.0]"
v_0103_f_0000_rgba.png,0.731532,"[90.0, 462.0, 224.0, 36.0]","[0.9287691712379456, -0.029695335775613785, 0.3694671392440796, 0.0, 0.05200330913066864, 0.9973659515380859, -0.05056459456682205, 0.0, -0.36699241399765015, 0.06617634743452072, 0.92786705493927, 0.0, -0.8620263338088989, 0.17098626494407654, 5.088419437408447, 1.0]"
v_0551_f_0000_rgba.png,0.218018,"[419.0, 339.0, 162.0, 385.0]","[0.9963069558143616, 0.043379031121730804, 0.07409962266683578, 0.0, -0.036893151700496674, 0.9955458641052246, -0.08676036447286606, 0.0, -0.07753315567970276, 0.08370618522167206, 0.9934695959091187, 0.0, -0.16527792811393738, 0.43565478920936584, 2.6943798065185547, 1.0]"
v_0567_f_0000_rgba.png,4.05986,"[391.0, 450.0, 76.0, 224.0]","[0.9914788603782654, 0.04274966940283775, -0.12305326014757156, 0.0, -0.04005962237715721, 0.9989029169082642, 0.024253718554973602, 0.0, 0.12395509332418442, -0.019117582589387894, 0.992103636264801, 0.0, 0.9134902954101562, 0.28289008140563965, 4.630165100097656, 1.0]"
v_0369_f_0000_rgba.png,3.53734,"[613.0, 642.0, 95.0, 181.0]","[0.9475933313369751, 0.043975841253995895, -0.3164380192756653, 0.0, 0.04858667403459549, 0.9591232538223267, 0.2787865400314331, 0.0, 0.3157629370689392, -0.2795509099960327, 0.9067221283912659, 0.0, 1.074868083000183, -0.47564685344696045, 5.42399787902832, 1.0]"
v_0564_f_0000_rgba.png,3.5003,"[705.0, 312.0, 77.0, 236.0]","[0.979132354259491, 0.02539079822599888, -0.20163114368915558, 0.0, -0.0012386097805574536, 0.9928914308547974, 0.11901704221963882, 0.0, 0.20321978628635406, -0.11628369987010956, 0.9722036123275757, 0.0, 0.11462267488241196, -0.6612223386764526, 4.4491496086120605, 1.0]"
v_0583_f_0000_rgba.png,3.66847,"[417.0, 196.0, 93.0, 245.0]","[0.9954213500022888, -0.029181497171521187, -0.09102070331573486, 0.0, 0.02375972643494606, 0.9979100823402405, -0.060091499239206314, 0.0, 0.0925840362906456, 0.05765373259782791, 0.9940343499183655, 0.0, 0.5914775729179382, -0.2601541578769684, 4.29958963394165, 1.0]"
v_0679_f_0000_rgba.png,5.42523,"[573.0, 557.0, 147.0, 172.0]","[0.9987141489982605, 0.04815610498189926, -0.01584598980844021, 0.0, -0.042370498180389404, 0.9644989967346191, 0.26066532731056213, 0.0, 0.027836069464683533, -0.25965872406959534, 0.9652991890907288, 0.0, -0.3208175599575043, -0.6713679432868958, 4.880602836608887, 1.0]"
v_0021_f_0000_rgba.png,-1.04024,"[441.0, 464.0, 216.0, 120.0]","[0.9929659962654114, -0.0038711419329047203, -0.11833635717630386, 0.0, 0.021504437550902367, 0.9887385368347168, 0.1481001079082489, 0.0, 0.11643040180206299, -0.14960314333438873, 0.9818670153617859, 0.0, 0.2456369549036026, -0.7015172839164734, 4.51474142074585, 1.0]"
v_0896_f_0000_rgba.png,3.6054,"[365.0, 465.0, 296.0, 151.0]","[0.9996285438537598, -0.01935943402349949, 0.019181611016392708, 0.0, 0.020148463547229767, 0.9989214539527893, -0.04183311387896538, 0.0, -0.018351057544350624, 0.042204055935144424, 0.9989404678344727, 0.0, 0.08785001933574677, 0.16997915506362915, 3.414165496826172, 1.0]"
v_0354_f_0000_rgba.png,2.73453,"[481.0, 175.0, 132.0, 195.0]","[0.9871110320091248, 0.010957919992506504, -0.15966123342514038, 0.0, -0.03369032219052315, 0.9895246028900146, -0.1403782069683075, 0.0, 0.15645046532154083, 0.14394791424274445, 0.9771398305892944, 0.0, 0.5543715953826904, -0.08845124393701553, 4.835690021514893, 1.0]"
v_0849_f_0000_rgba.png,3.33513,"[333.0, 372.0, 306.0, 84.0]","[0.9894410371780396, 0.022572843357920647, 0.14316721260547638, 0.0, -0.015409184619784355, 0.9985823035240173, -0.050949953496456146, 0.0, -0.14411434531211853, 0.04820588603615761, 0.9883862137794495, 0.0, -0.2610117197036743, -0.10686439275741577, 3.4752635955810547, 1.0]"
v_0355_f_0000_rgba.png,1.73453,"[623.0, 431.0, 170.0, 207.0]","[0.999782145023346, -0.009564067237079144, -0.01855170726776123, 0.0, 0.0074546318501234055, 0.9938353300094604, -0.11061518639326096, 0.0, 0.019495273008942604, 0.1104527935385704, 0.9936901330947876, 0.0, -0.677592396736145, 0.6752392649650574, 4.1876020431518555, 1.0]"
v_0627_f_0000_rgba.png,5.62442,"[380.0, 215.0, 106.0, 193.0]","[0.9990172386169434, 0.04395945370197296, 0.0056709833443164825, 0.0, -0.04168889671564102, 0.9753631949424744, -0.21663020551204681, 0.0, -0.01505421381443739, 0.21618089079856873, 0.9762372374534607, 0.0, 0.3515845537185669, 0.47017064690589905, 5.149530410766602, 1.0]"
v_0568_f_0000_rgba.png,2.94074,"[645.0, 251.0, 91.0, 267.0]","[0.9986076951026917, -0.0023318857420235872, -0.05269986018538475, 0.0, 0.004138233605772257, 0.9994066953659058, 0.03419306129217148, 0.0, 0.05258885771036148, -0.03436353802680969, 0.9980248212814331, 0.0, -0.3345600366592407, -0.373865008354187, 3.9642281532287598, 1.0]"
v_0759_f_0000_rgba.png,5.84765,"[673.0, 372.0, 210.0, 139.0]","[0.9572678208351135, -0.040781423449516296, -0.28631308674812317, 0.0, 0.02235787734389305, 0.9974805116653442, -0.06732560694217682, 0.0, 0.2883373498916626, 0.05804728344082832, 0.955767810344696, 0.0, 0.525161623954773, 0.12916038930416107, 4.66959810256958, 1.0]"
v_0915_f_0000_rgba.png,4.62342,"[304.0, 317.0, 272.0, 129.0]","[0.997171938419342, -0.02642005681991577, -0.07035718858242035, 0.0, 0.02915154956281185, 0.9988492727279663, 0.03808356449007988, 0.0, 0.069270059466362, -0.04002688080072403, 0.9967946410179138, 0.0, 0.6200115084648132, -0.5974647998809814, 3.6871695518493652, 1.0]"
v_0110_f_0000_rgba.png,-0.283484,"[435.0, 688.0, 250.0, 50.0]","[0.9977430105209351, -0.005814363714307547, 0.06689570099115372, 0.0, -0.006577205378562212, 0.9829908013343811, 0.1835368573665619, 0.0, -0.0668250098824501, -0.18356260657310486, 0.9807339906692505, 0.0, -0.637209951877594, -0.10540163516998291, 4.359355449676514, 1.0]"
v_0831_f_0000_rgba.png,3.28108,"[320.0, 380.0, 321.0, 69.0]","[0.9956720471382141, -0.005244295112788677, -0.09278849512338638, 0.0, -0.00023925170535221696, 0.9982587099075317, -0.05898769944906235, 0.0, 0.09293626993894577, 0.05875460058450699, 0.9939370155334473, 0.0, 0.5756900310516357, -0.06387825310230255, 3.349273681640625, 1.0]"
v_0604_f_0000_rgba.png,6.03583,"[281.0, 123.0, 68.0, 201.0]","[0.9995988011360168, -0.005659956950694323, -0.027752850204706192, 0.0, -0.0007200884283520281, 0.9744360446929932, -0.22466397285461426, 0.0, 0.028314964845776558, 0.22459383308887482, 0.9740409851074219, 0.0, 1.0433262586593628, 0.1505260169506073, 5.402578830718994, 1.0]"
v_0128_f_0000_rgba.png,-0.437638,"[338.0, 280.0, 288.0, 119.0]","[0.9997932314872742, -0.012294437736272812, 0.016195163130760193, 0.0, 0.014101190492510796, 0.9930742979049683, -0.11663888394832611, 0.0, -0.014648989774286747, 0.11684314161539078, 0.9930423498153687, 0.0, -0.1343725472688675, -0.11131472140550613, 3.6566686630249023, 1.0]"
v_0658_f_0000_rgba.png,1.30811,"[293.0, 286.0, 300.0, 259.0]","[0.995567262172699, 0.04609248414635658, 0.08198366314172745, 0.0, -0.03922930732369423, 0.9957403540611267, -0.08344016969203949, 0.0, -0.08548040688037872, 0.07985413819551468, 0.993134617805481, 0.0, 0.0368233360350132, 0.10998962074518204, 2.951171875, 1.0]"
v_0726_f_0000_rgba.png,3.40621,"[600.0, 386.0, 263.0, 166.0]","[0.9854512810707092, -0.052321214228868484, -0.16170427203178406, 0.0, 0.03494594246149063, 0.9934834837913513, -0.10848654061555862, 0.0, 0.16632667183876038, 0.10125729441642761, 0.9808579683303833, 0.0, 0.11879504472017288, 0.35092464089393616, 3.7646946907043457, 1.0]"
v_0592_f_0000_rgba.png,1.98378,"[320.0, 356.0, 159.0, 288.0]","[0.9536442160606384, 0.011717923916876316, 0.300708144903183, 0.0, 0.010277627035975456, 0.9973905086517334, -0.0714598074555397, 0.0, -0.30076080560684204, 0.07123780250549316, 0.9510352611541748, 0.0, -0.684124231338501, 0.36234426498413086, 3.390725612640381, 1.0]"
v_0468_f_0000_rgba.png,4.11892,"[429.0, 573.0, 38.0, 205.0]","[0.9989514946937561, -0.0005144787719473243, -0.045778386294841766, 0.0, 0.011909270659089088, 0.9684317708015442, 0.24899406731128693, 0.0, 0.04420514032244682, -0.24927817285060883, 0.9674224853515625, 0.0, 0.5026673078536987, -0.47419044375419617, 5.2676215171813965, 1.0]"
v_0994_f_0000_rgba.png,6.12593,"[205.0, 254.0, 222.0, 168.0]","[0.996319055557251, -0.009907728992402554, 0.085147924721241, 0.0, 0.010062470100820065, 0.9999483823776245, -0.0013883218634873629, 0.0, -0.08512977510690689, 0.0022400098387151957, 0.996367335319519, 0.0, 0.42348513007164, -0.664630651473999, 4.164793014526367, 1.0]"
v_0361_f_0000_rgba.png,1.0999,"[186.0, 400.0, 197.0, 241.0]","[0.9403024315834045, -0.0013157360954210162, 0.34033751487731934, 0.0, -0.022607726976275444, 0.9975423812866211, 0.06631829589605331, 0.0, -0.33958834409713745, -0.07005351036787033, 0.937961757183075, 0.0, -0.715563178062439, -0.10265859961509705, 3.712092876434326, 1.0]"
v_0156_f_0000_rgba.png,-0.0962964,"[467.0, 344.0, 280.0, 48.0]","[0.9883653521537781, 0.004878181032836437, -0.15202011168003082, 0.0, -0.03910471126437187, 0.974037230014801, -0.22298504412174225, 0.0, 0.1469854861497879, 0.22633540630340576, 0.962895393371582, 0.0, 0.12331856787204742, 0.4331836998462677, 3.8860464096069336, 1.0]"
v_0533_f_0000_rgba.png,0.659459,"[524.0, 273.0, 106.0, 383.0]","[0.9899728894233704, 0.022562142461538315, -0.13944406807422638, 0.0, -0.02233828604221344, 0.9997454285621643, 0.0031704511493444443, 0.0, 0.1394800990819931, -2.3719070668448694e-05, 0.9902248978614807, 0.0, 0.24313001334667206, 0.062484920024871826, 2.8210020065307617, 1.0]"
v_0795_f_0000_rgba.png,4.64444,"[371.0, 675.0, 257.0, 77.0]","[0.9855095148086548, 0.027205435559153557, 0.16742411255836487, 0.0, -0.04299522191286087, 0.9948837757110596, 0.0914202407002449, 0.0, -0.164080411195755, -0.09729395806789398, 0.981637179851532, 0.0, -0.49955442547798157, 0.28753983974456787, 4.112349510192871, 1.0]"
v_0871_f_0000_rgba.png,3.4973,"[419.0, 426.0, 287.0, 133.0]","[0.976311206817627, 0.0347030833363533, 0.21356990933418274, 0.0, -0.03378233313560486, 0.9993975162506104, -0.00796041265130043, 0.0, -0.2137174904346466, 0.0005569507484324276, 0.9768953323364258, 0.0, -0.7271801233291626, -0.08662836253643036, 3.380234718322754, 1.0]"
v_0773_f_0000_rgba.png,6.03584,"[201.0, 348.0, 218.0, 114.0]","[0.976645827293396, 0.0018852788489311934, 0.2148474007844925, 0.0, 0.02321070246398449, 0.9931836724281311, -0.11422555148601532, 0.0, -0.21359828114509583, 0.11654466390609741, 0.9699448943138123, 0.0, -0.10605479776859283, 0.20162037014961243, 4.655812740325928, 1.0]"
v_0466_f_0000_rgba.png,0.74054,"[438.0, 394.0, 85.0, 332.0]","[0.989025890827179, 0.04071992263197899, -0.14201979339122772, 0.0, -0.03086477890610695, 0.9970044493675232, 0.07091882079839706, 0.0, 0.14448216557502747, -0.0657571405172348, 0.987320065498352, 0.0, 0.5367504358291626, 0.08435177803039551, 3.1980462074279785, 1.0]"
v_0974_f_0000_rgba.png,8.91772,"[683.0, 397.0, 211.0, 44.0]","[0.9354585409164429, 0.045255232602357864, -0.3505270779132843, 0.0, -0.06640151888132095, 0.9966117143630981, -0.04853825271129608, 0.0, 0.3471427857875824, 0.06868105381727219, 0.935293972492218, 0.0, 0.9195417761802673, -0.09541845321655273, 5.261329650878906, 1.0]"
v_0892_f_0000_rgba.png,2.60541,"[465.0, 399.0, 331.0, 245.0]","[0.9976362586021423, -0.036044180393218994, -0.0585036538541317, 0.0, 0.026522673666477203, 0.9873923063278198, -0.1560545712709427, 0.0, 0.06339091807603836, 0.15413403511047363, 0.9860143661499023, 0.0, 0.03714652732014656, 0.38072624802589417, 2.776798725128174, 1.0]"
v_0053_f_0000_rgba.png,-0.837037,"[281.0, 607.0, 241.0, 148.0]","[0.9918054938316345, -0.0038593492936342955, 0.1276988536119461, 0.0, -0.0025244271382689476, 0.998756468296051, 0.04979129135608673, 0.0, -0.12773221731185913, -0.04970564320683479, 0.990562379360199, 0.0, -0.3129008412361145, 0.27450233697891235, 4.081407070159912, 1.0]"
v_0992_f_0000_rgba.png,9.10591,"[547.0, 626.0, 204.0, 55.0]","[0.9917239546775818, -0.0445173904299736, 0.12042324244976044, 0.0, 0.0433136485517025, 0.9989821314811707, 0.012596344575285912, 0.0, -0.12086141854524612, -0.007276127114892006, 0.9926427006721497, 0.0, -0.9882631301879883, 0.5350061655044556, 5.022210597991943, 1.0]"
v_0983_f_0000_rgba.png,4.07187,"[346.0, 546.0, 198.0, 307.0]","[0.9901459217071533, 0.03108922578394413, 0.13654480874538422, 0.0, -0.05728219449520111, 0.9796581268310547, 0.19232456386089325, 0.0, -0.1277880072593689, -0.19825096428394318, 0.9717853665351868, 0.0, -0.18591882288455963, -0.2955686151981354, 3.1989850997924805, 1.0]"
v_0695_f_0000_rgba.png,5.59339,"[718.0, 581.0, 159.0, 175.0]","[0.9880113005638123, -0.005345648620277643, -0.1542891263961792, 0.0, 0.025316433981060982, 0.9914812445640564, 0.12776540219783783, 0.0, 0.15229178965091705, -0.13013970851898193, 0.9797300100326538, 0.0, -0.2360706925392151, 0.1040603294968605, 4.922567844390869, 1.0]"
v_0625_f_0000_rgba.png,1.76556,"[469.0, 293.0, 215.0, 277.0]","[0.9982608556747437, -0.003061652882024646, 0.05887162312865257, 0.0, -0.0020250065717846155, 0.9962801933288574, 0.08614929765462875, 0.0, -0.05891638994216919, -0.08611869066953659, 0.9945412874221802, 0.0, -0.2775276303291321, -0.3633991777896881, 3.201395034790039, 1.0]"
v_0528_f_0000_rgba.png,3.16396,"[657.0, 103.0, 41.0, 254.0]","[0.9994664192199707, 0.01324430201202631, -0.029857542365789413, 0.0, -0.015425976365804672, 0.9971340894699097, -0.07406502217054367, 0.0, 0.0287910345941782, 0.07448608428239822, 0.9968063235282898, 0.0, -0.4437249004840851, -0.49253106117248535, 4.431653022766113, 1.0]"
v_0075_f_0000_rgba.png,-0.827027,"[414.0, 588.0, 259.0, 185.0]","[0.9741662740707397, 0.01791922003030777, -0.22511988878250122, 0.0, -0.012327476404607296, 0.9995802044868469, 0.026220189407467842, 0.0, 0.22549521923065186, -0.02276766300201416, 0.9739782214164734, 0.0, 0.574097216129303, 0.32077711820602417, 3.473438262939453, 1.0]"
v_0578_f_0000_rgba.png,1.44524,"[527.0, 297.0, 152.0, 325.0]","[0.9915047883987427, 0.006199426017701626, 0.12992219626903534, 0.0, -0.0012228433042764664, 0.9992636442184448, -0.038349151611328125, 0.0, -0.13006426393985748, 0.03786449506878853, 0.9907823204994202, 0.0, -0.6018248796463013, 0.1413658857345581, 3.1067376136779785, 1.0]"
v_0820_f_0000_rgba.png,7.50631,"[252.0, 363.0, 199.0, 85.0]","[0.9727954864501953, 0.02733723819255829, 0.23004703223705292, 0.0, 0.011342275887727737, 0.9862021803855896, -0.16515646874904633, 0.0, -0.23138780891895294, 0.16327272355556488, 0.959062933921814, 0.0, -0.3899698853492737, 0.4757021367549896, 5.180310249328613, 1.0]"
v_0064_f_0000_rgba.png,0.355155,"[541.0, 659.0, 206.0, 35.0]","[0.9981945753097534, -0.0394943431019783, 0.04525303468108177, 0.0, 0.031512849032878876, 0.9857563376426697, 0.16520100831985474, 0.0, -0.05113296955823898, -0.16347669064998627, 0.9852212071418762, 0.0, -0.981248140335083, -0.1395873874425888, 5.272155284881592, 1.0]"
v_0080_f_0000_rgba.png,-0.614815,"[273.0, 301.0, 254.0, 141.0]","[0.9905696511268616, -0.031092949211597443, 0.1334351897239685, 0.0, 0.0592564232647419, 0.9753356575965881, -0.2126242220401764, 0.0, -0.1235329881310463, 0.21852600574493408, 0.9679803848266602, 0.0, -0.313084214925766, 0.35317182540893555, 3.922844409942627, 1.0]"
v_0217_f_0000_rgba.png,0.348148,"[454.0, 478.0, 256.0, 87.0]","[0.998557984828949, 0.03901887312531471, -0.03687163069844246, 0.0, -0.03419433534145355, 0.991759717464447, 0.12346407771110535, 0.0, 0.0413852259516716, -0.12202523648738861, 0.9916638135910034, 0.0, -0.22924071550369263, -0.45946237444877625, 4.114336967468262, 1.0]"
v_0344_f_0000_rgba.png,2.65045,"[244.0, 180.0, 154.0, 191.0]","[0.9465024471282959, -0.051258377730846405, 0.3185995817184448, 0.0, 0.053603097796440125, 0.9985613226890564, 0.0014098277315497398, 0.0, -0.31821349263191223, 0.015743518248200417, 0.9478883743286133, 0.0, -0.9633994698524475, -0.7267503142356873, 4.739917755126953, 1.0]"
v_0671_f_0000_rgba.png,1.41622,"[483.0, 303.0, 306.0, 251.0]","[0.9988279342651367, -0.03797108680009842, -0.030015110969543457, 0.0, 0.036104585975408554, 0.9975177645683289, -0.06045493483543396, 0.0, 0.032236143946647644, 0.05930039659142494, 0.9977195262908936, 0.0, -0.07556630671024323, 0.07401987910270691, 2.9683122634887695, 1.0]"
v_0988_f_0000_rgba.png,9.01181,"[635.0, 537.0, 219.0, 61.0]","[0.9721263647079468, -0.01242484524846077, -0.23412801325321198, 0.0, 0.04626952484250069, 0.9891228079795837, 0.13962501287460327, 0.0, 0.2298465371131897, -0.14656615257263184, 0.9621272683143616, 0.0, 0.4200232923030853, -0.5296009182929993, 4.99298620223999, 1.0]"
v_0121_f_0000_rgba.png,-0.1994,"[441.0, 712.0, 244.0, 41.0]","[0.9938710927963257, 0.03175809234380722, 0.1058850809931755, 0.0, -0.06276553124189377, 0.950593888759613, 0.3040258288383484, 0.0, -0.09099843353033066, -0.30880841612815857, 0.9467611312866211, 0.0, -0.8182336091995239, -0.6344775557518005, 4.453566074371338, 1.0]"
v_0180_f_0000_rgba.png,1.48428,"[139.0, 333.0, 196.0, 102.0]","[0.9500235319137573, 0.021788394078612328, 0.31141695380210876, 0.0, -0.02231300063431263, 0.9997492432594299, -0.0018786863656714559, 0.0, -0.3113798201084137, -0.005163850728422403, 0.950271487236023, 0.0, -0.6719875931739807, -0.468578040599823, 5.277839183807373, 1.0]"
v_0815_f_0000_rgba.png,6.6024,"[235.0, 704.0, 219.0, 86.0]","[0.989464521408081, 0.005197874736040831, 0.14468234777450562, 0.0, -0.03725455328822136, 0.9748430848121643, 0.21975691616535187, 0.0, -0.1399003118276596, -0.22283174097537994, 0.964766263961792, 0.0, 0.09542423486709595, -0.13085006177425385, 4.915432929992676, 1.0]"
v_0530_f_0000_rgba.png,2.18899,"[637.0, 432.0, 61.0, 291.0]","[0.9962788820266724, -0.013879634439945221, -0.08506305515766144, 0.0, 0.01005773339420557, 0.9989275336265564, -0.045195192098617554, 0.0, 0.08559912443161011, 0.044171471148729324, 0.9953500032424927, 0.0, -0.1451079398393631, 0.5424882173538208, 3.7368412017822266, 1.0]"
v_0193_f_0000_rgba.png,-1.17838,"[224.0, 545.0, 368.0, 92.0]","[0.9947558045387268, 0.00837399810552597, -0.10193531215190887, 0.0, -0.004481838084757328, 0.9992542266845703, 0.03835195675492287, 0.0, 0.10218045115470886, -0.037693969905376434, 0.994051456451416, 0.0, 0.3685338497161865, 0.08308117836713791, 2.875046730041504, 1.0]"
v_0109_f_0000_rgba.png,-1.66486,"[419.0, 385.0, 299.0, 213.0]","[0.9863898158073425, -0.00010780009324662387, -0.16442358493804932, 0.0, -0.02761644311249256, 0.9856851100921631, -0.16631942987442017, 0.0, 0.1620878130197525, 0.16859658062458038, 0.9722667932510376, 0.0, 0.24017077684402466, 0.3994962275028229, 3.0423436164855957, 1.0]"
v_0518_f_0000_rgba.png,5.0989,"[467.0, 556.0, 33.0, 202.0]","[0.9962041974067688, -0.03446219488978386, 0.07993464916944504, 0.0, 0.027678493410348892, 0.9960412383079529, 0.08447319269180298, 0.0, -0.08252934366464615, -0.08194007724523544, 0.9932143688201904, 0.0, -0.3002164363861084, 0.35676902532577515, 5.457815170288086, 1.0]"
v_0394_f_0000_rgba.png,2.07087,"[367.0, 170.0, 121.0, 223.0]","[0.9927409291267395, -0.00472531421110034, 0.12017930299043655, 0.0, 0.011768546886742115, 0.9982492923736572, -0.057964026927948, 0.0, -0.11969500780105591, 0.058957599103450775, 0.9910585880279541, 0.0, -0.3087373971939087, -0.41574105620384216, 4.5525617599487305, 1.0]"
v_0329_f_0000_rgba.png,2.48228,"[596.0, 375.0, 154.0, 174.0]","[0.9745299220085144, 0.004981827922165394, -0.22420227527618408, 0.0, -0.003977097570896149, 0.9999799132347107, 0.004932722542434931, 0.0, 0.2242223471403122, -0.003915410954505205, 0.9745301604270935, 0.0, 0.3653014600276947, -0.09698987752199173, 4.865817070007324, 1.0]"
v_0307_f_0000_rgba.png,1.61341,"[213.0, 514.0, 169.0, 172.0]","[0.9773287177085876, 0.0160302072763443, 0.2111198604106903, 0.0, -0.06770002096891403, 0.9684421420097351, 0.23986774682998657, 0.0, -0.20061224699020386, -0.24872246384620667, 0.9475715756416321, 0.0, -0.28609025478363037, -0.7100057005882263, 4.681128025054932, 1.0]"
v_0479_f_0000_rgba.png,0.335135,"[393.0, 280.0, 104.0, 354.0]","[0.9850625395774841, -0.03389301151037216, -0.1688283532857895, 0.0, 0.007449546363204718, 0.9879081845283508, -0.15486091375350952, 0.0, 0.17203561961650848, 0.15128999948501587, 0.9734038710594177, 0.0, 0.6768286824226379, 0.49521604180336, 2.932084083557129, 1.0]"
v_0839_f_0000_rgba.png,4.11091,"[289.0, 308.0, 298.0, 54.0]","[0.9646698236465454, -0.0032657214906066656, 0.2634415626525879, 0.0, 0.05848079174757004, 0.9776326417922974, -0.20202575623989105, 0.0, -0.25688931345939636, 0.2102944254875183, 0.9432836771011353, 0.0, -0.5783119797706604, 0.2504288852214813, 3.5464229583740234, 1.0]"
v_0674_f_0000_rgba.png,1.41622,"[463.0, 381.0, 301.0, 238.0]","[0.9944314360618591, -0.010012485086917877, 0.10490880161523819, 0.0, 0.006950226612389088, 0.9995402097702026, 0.029514750465750694, 0.0, -0.1051560789346695, -0.028621256351470947, 0.99404376745224, 0.0, -0.4339144229888916, -0.033712439239025116, 2.949629783630371, 1.0]"
v_0313_f_0000_rgba.png,1.3982,"[382.0, 554.0, 175.0, 173.0]","[0.9875040650367737, -0.008922448381781578, 0.15734092891216278, 0.0, -0.03535754606127739, 0.9603997468948364, 0.27637332677841187, 0.0, -0.1535761058330536, -0.27848297357559204, 0.9480831027030945, 0.0, -0.6813811659812927, -0.7080935835838318, 4.518881797790527, 1.0]"
v_0987_f_0000_rgba.png,9.01181,"[503.0, 330.0, 205.0, 58.0]","[0.9986289143562317, 0.02760991081595421, 0.044474948197603226, 0.0, -0.018682539463043213, 0.9816261529922485, -0.1898975968360901, 0.0, -0.04890082776546478, 0.18880631029605865, 0.9807960391044617, 0.0, -0.4608851373195648, 0.30802205204963684, 5.165590286254883, 1.0]"
v_0303_f_0000_rgba.png,2.91271,"[441.0, 208.0, 138.0, 159.0]","[0.9819636344909668, -0.02445506863296032, 0.18748179078102112, 0.0, 0.032142505049705505, 0.9987578392028809, -0.038073450326919556, 0.0, -0.1863178163766861, 0.04341287910938263, 0.981529951095581, 0.0, -1.130656361579895, -0.6028522849082947, 5.3046464920043945, 1.0]"
v_0496_f_0000_rgba.png,1.93273,"[560.0, 233.0, 47.0, 284.0]","[0.9912121891975403, -0.002966954605653882, 0.13224826753139496, 0.0, -0.001256674062460661, 0.9994921088218689, 0.03184221684932709, 0.0, -0.13227558135986328, -0.0317285880446434, 0.9907050132751465, 0.0, -0.7217037677764893, -0.36927330493927, 3.7588768005371094, 1.0]"
v_0297_f_0000_rgba.png,2.80861,"[700.0, 131.0, 132.0, 163.0]","[0.9781815409660339, 0.058983322232961655, -0.19920314848423004, 0.0, -0.07278233021497726, 0.9953770637512207, -0.06266810745000839, 0.0, 0.1945858597755432, 0.07579925656318665, 0.9779523611068726, 0.0, -0.051141753792762756, -0.8110352754592896, 5.4725661277771, 1.0]"
v_0862_f_0000_rgba.png,2.44324,"[497.0, 340.0, 362.0, 194.0]","[0.9832379817962646, -0.042246364057064056, -0.17736481130123138, 0.0, 0.011561118066310883, 0.9852740168571472, -0.17059141397476196, 0.0, 0.18195980787277222, 0.16568142175674438, 0.9692472815513611, 0.0, 0.29302820563316345, 0.2569068670272827, 2.809993267059326, 1.0]"
v_0077_f_0000_rgba.png,0.518318,"[471.0, 348.0, 202.0, 34.0]","[0.9919314980506897, 0.008179119788110256, -0.1265111118555069, 0.0, -0.02588668465614319, 0.989958643913269, -0.1389666497707367, 0.0, 0.12410414963960648, 0.14112034440040588, 0.9821828603744507, 0.0, 0.25154179334640503, 0.12005184590816498, 5.408289909362793, 1.0]"
v_0123_f_0000_rgba.png,1.03884,"[94.0, 719.0, 208.0, 57.0]","[0.9200829267501831, 0.022921409457921982, 0.3910524249076843, 0.0, -0.08548331260681152, 0.9859753847122192, 0.1433357447385788, 0.0, -0.3822826147079468, -0.16530922055244446, 0.9091385006904602, 0.0, -1.0254110097885132, 0.17985375225543976, 5.327996730804443, 1.0]"
